input_ville,input_pays,input_aeroport,climat_details,hebergement_moyen_eur_nuit,periode_recommandee,prix_vol_par_mois,tags
San Sebastián,Spain,Paris (CDG),"Le climat de Saint-Sébastien est océanique tempéré, caractérisé par des hivers doux et pluvieux, et des étés assez frais. La ville est généralement plus humide que le reste de l'Espagne, avec des précipitations abondantes tout au long de l'année et un ciel souvent partiellement nuageux.",198,"De mai à octobre, avec une préférence pour juin à septembre pour profiter pleinement des activités estivales et de la plage.","[180, 96, 130, 170, 220, 200, 300, 300, 250, 200, 150, 250]","[""Gastronomie"", ""Plage"", ""Culture"", ""Pays Basque"", ""Architecture""]"
Sedona,United States,Paris (CDG),"Climat désertique avec des étés très chauds et secs (moyenne de 34°C en juillet), et des hivers frais (moyenne minimale de 2°C en décembre). Les précipitations sont faibles, avec un léger pic en août.",200,Mars à Mai et Septembre à Novembre,"[700, 750, 850, 900, 1000, 1100, 1200, 1050, 950, 850, 800, 780]","[""Randonnée"", ""Paysages de roche rouge"", ""Spiritualité"", ""Nature"", ""Plein air"", ""Vortex""]"
Cotonou,Benin,Paris (CDG),"Climat tropical avec une saison sèche de novembre à mars et une saison des pluies de mi-mars à octobre, avec une pause en août. La meilleure période pour visiter Cotonou est de novembre à mars, où les températures sont plus agréables et les précipitations faibles. Les mois de décembre à février sont particulièrement agréables, avec des journées ensoleillées et une chaleur modérée.",153,Novembre à Mars (saison sèche),"[550, 650, 700, 750, 700, 600, 850, 750, 700, 650, 570, 850]","[""Plages"", ""Culture"", ""Marchés"", ""Saison Sèche"", ""Tropical"", ""Afrique de l'Ouest""]"
Sarajevo,Bosnia and Herzegovina,Paris (CDG),"Sarajevo bénéficie d'un climat continental modéré. Les hivers sont froids, souvent neigeux et partiellement nuageux, avec des températures moyennes autour de 0.6°C en janvier pouvant descendre à -20°C. Les étés sont chauds et dégagés, avec des températures moyennes atteignant 21-27°C en juillet/août. Les mois d'avril, octobre et novembre sont les plus pluvieux.",60,Mai à Septembre,"[220, 250, 280, 260, 320, 290, 380, 420, 270, 300, 260, 330]","[""Histoire"", ""Culture"", ""Montagnes"", ""Gastronomie"", ""Musées"", ""Jeux Olympiques d'hiver"", ""Architecture Ottomane et Austro-Hongroise""]"
Tirana,Albania,Paris (CDG),"Tirana bénéficie d'un climat méditerranéen, avec des hivers doux et pluvieux, et des étés chauds et ensoleillés. Les températures moyennes maximales varient de 12°C en janvier à 31°C en juillet et août. Les mois les plus pluvieux sont février, mars et novembre, tandis que juillet et août sont les moins pluvieux.",105,Avril à Octobre,"[69, 80, 100, 130, 150, 180, 250, 280, 160, 120, 90, 110]","[""Culture"", ""Histoire"", ""Vie nocturne"", ""Musées"", ""Montagnes"", ""Gastronomie"", ""Art urbain"", ""Parcs"", ""Bunk'Art"", ""Quartier Blloku""]"
Rio de Janeiro,Brazil,Paris (CDG),"Climat tropical chaud toute l'année. Les étés (décembre à mars) sont chauds, humides et pluvieux avec des averses intenses mais courtes. Les hivers (mai à octobre) sont plus doux, moins humides et plus secs, avec des températures moyennes entre 21°C et 25°C.",192,Mai à Octobre,"[800, 1000, 700, 850, 650, 800, 1200, 1150, 750, 850, 750, 780]","[""Plages"", ""Carnaval"", ""Pain de Sucre"", ""Christ Rédempteur"", ""Randonnée"", ""Culture"", ""Samba"", ""Gastronomie""]"
Curitiba,Brazil,Paris (CDG),"Subtropical avec des hivers doux (juin-août) et des étés chauds et pluvieux (décembre-mars). Pas de vraie saison sèche, mais l'hiver est le plus sec. Températures variant de 10°C à 26°C. Brouillard fréquent.",70,Avril à Août (période la plus sèche et températures agréables),"[1000, 780, 780, 880, 880, 980, 1250, 1100, 980, 980, 980, 1050]","[""parcs"", ""architecture"", ""culture"", ""gastronomie"", ""ville verte"", ""train touristique""]"
Phnom Penh,Cambodia,Paris (CDG),"Phnom Penh bénéficie d'un climat tropical chaud et humide toute l'année, influencé par les moussons. Il y a une saison sèche (novembre à avril) et une saison des pluies (mai à octobre). Les températures moyennes varient de 25°C à 35°C, avec avril étant le mois le plus chaud. La saison sèche offre un climat plus agréable avec des températures modérées et moins de précipitations, particulièrement en janvier où les minimales sont d'environ 22°C.",68,Novembre à Mars,"[750, 720, 680, 650, 580, 550, 550, 580, 600, 620, 488, 700]","[""Culture"", ""Histoire"", ""Gastronomie"", ""Temples"", ""Marchés""]"
Fès,Morocco,Paris (CDG),"Fès bénéficie d'un climat continental. Les étés sont courts, très chauds, arides et généralement dégagés, avec des températures pouvant atteindre 36°C et rarement supérieures à 42°C. Les hivers sont longs, frais, avec des précipitations et un ciel partiellement nuageux, les températures variant généralement de 6°C et rarement inférieures à 2°C.",65,Printemps (Avril à Mai) et Automne (Septembre à Octobre),"[115, 120, 110, 150, 180, 160, 250, 240, 110, 170, 130, 140]","[""Culture"", ""Médina"", ""Souks"", ""Histoire"", ""Gastronomie"", ""Maroc""]"
Toronto,Canada,Paris (CDG),"Toronto bénéficie d'un climat continental. Les hivers (de fin novembre à mi-mars) sont glacials, neigeux et venteux, avec des températures moyennes de -5,5 °C en janvier. Les étés (de juin à septembre) sont chauds et confortables, avec des températures oscillant entre 22 et 27 °C, bien que des précipitations et orages isolés soient possibles.",98,Juin à Septembre,"[379, 379, 379, 379, 550, 650, 700, 470, 417, 500, 440, 497]","[""Culture"", ""Gastronomie"", ""Vues panoramiques"", ""Lacs"", ""Musées""]"
Lucca,Italy,Paris (CDG),"Le climat de Lucques est méditerranéen, caractérisé par des hivers doux et pluvieux, et des étés chauds et ensoleillés. Les températures annuelles varient généralement entre 2°C et 30°C. Le mois le plus froid est janvier (moyenne 6,4°C) et le plus chaud est juillet (moyenne 24,6°C). Les précipitations sont abondantes, avec un pic en novembre (175 mm) et un minimum en juillet (30 mm).",130,Printemps (Avril-Mai) et Automne (Septembre-Octobre),"[85, 85, 75, 110, 135, 165, 200, 200, 165, 135, 85, 115]","[""Ville fortifiée"", ""Toscane"", ""Culture"", ""Histoire"", ""Gastronomie"", ""Vélo"", ""Architecture""]"
Edmonton,Canada,Paris (CDG),"Edmonton possède un climat continental humide, caractérisé par des hivers longs, glacials, neigeux et venteux, et des étés longs, doux ou agréablement chauds et partiellement nuageux. Les températures annuelles varient généralement de -14°C à 24°C, atteignant rarement moins de -27°C ou plus de 29°C.",110,Juin à Août,"[650, 550, 650, 700, 750, 800, 850, 800, 700, 550, 650, 800]","[""Festivals"", ""Shopping"", ""Nature"", ""Musées"", ""Activités hivernales"", ""Hockey""]"
Barcelona,Spain,Paris (CDG),"Climat méditerranéen et côtier avec des hivers doux (moyenne 9.8°C en janvier) et des étés chauds et ensoleillés (moyenne 28°C en août). Le printemps et l'automne sont doux, avec des températures agréables et des précipitations plus fréquentes. Juillet est un mois chaud et étouffant avec une moyenne de 24.5°C.",195,Printemps (Avril à Juin) et début d'automne (Septembre à Octobre),"[122, 130, 160, 190, 200, 125, 230, 220, 190, 160, 126, 170]","[""Architecture"", ""Culture"", ""Plage"", ""Gastronomie"", ""Vie nocturne"", ""Musées""]"
Banff,Canada,Paris (CDG),"Banff a un climat continental humide avec des étés doux et des hivers froids et neigeux. Les températures estivales (juin-septembre) varient généralement entre 15°C et 25°C. Les hivers (décembre-mars) sont froids, avec des moyennes minimales en janvier autour de -10°C à -15°C. Le climat est variable et les montagnes reçoivent d'importantes chutes de neige en hiver.",330,"Pour les activités estivales (randonnée, exploration des lacs), de juin à septembre est idéal. Pour les sports d'hiver (ski, raquette), de décembre à mars est la meilleure période. L'automne (septembre-octobre) est également agréable pour les paysages et moins de foule.","[398, 398, 398, 398, 398, 398, 404, 409, 398, 398, 789, 608]","[""Montagnes"", ""Lacs"", ""Randonnée"", ""Ski"", ""Nature"", ""Faune"", ""Aventure"", ""Parc National"", ""Rocheuses Canadiennes"", ""Sources Chaudes""]"
Maputo,Mozambique,Paris (CDG),"Maputo bénéficie d'un climat subtropical. La saison sèche, de mi-octobre à mars, est chaude et pluvieuse, avec des températures atteignant 31°C en janvier et février. La saison fraîche et sèche s'étend de juin à août, offrant des températures plus douces, oscillant entre 17 et 27°C en mai. La saison des pluies, de mi-octobre à mars, peut apporter des précipitations importantes, notamment en novembre et janvier, et un risque de cyclones de novembre à mai.",60,"D'avril à septembre (saison sèche), avec un climat idéal d'avril à septembre pour la météo et de mai à septembre pour profiter des plages et safaris. La baignade est agréable toute l'année, mais optimale de janvier à avril pour la température de l'eau.","[950, 780, 770, 880, 877, 920, 1104, 1177, 980, 800, 900, 1050]","[""architecture_coloniale"", ""plages"", ""culture_locale"", ""safari_faune"", ""marchés_colorés"", ""gastronomie_locale""]"
Dar es Salaam,Tanzania,Paris (CDG),"Le climat de Dar es Salaam est tropical, chaud et humide toute l'année. Il y a une saison plus chaude de novembre à mars et une plus fraîche de juin à août. Deux périodes de pluies sont observées : une intense de mars à mai et une moins intense d'octobre à décembre. La période la plus sèche s'étend de juillet à septembre. La température moyenne de la mer est agréable toute l'année, variant de 25° à 30°C.",62,"Janvier, Février et de Juin à Décembre","[373, 935, 609, 974, 700, 850, 950, 1007, 900, 850, 415, 415]","[""plage"", ""culture"", ""histoire"", ""marchés"", ""safari""]"
Hamilton,Bermuda,Paris (CDG),"Climat subtropical avec des hivers doux (environ 20°C) et des étés chauds et humides (jusqu'à 30°C en juillet-août). Les eaux restent chaudes toute l'année (20°C en hiver, 28°C en été). Des pluies sont possibles toute l'année, octobre et janvier étant les plus arrosés. La saison des ouragans s'étend de juin à novembre, avec un pic en septembre, mais les Bermudes sont moins affectées que les Caraïbes.",450,"Avril à Octobre, avec un pic agréable en Avril-Mai et Mai-Septembre pour la baignade.","[1443, 1200, 950, 800, 750, 628, 850, 900, 710, 1130, 1300, 1618]","[""Plages de sable rose"", ""Vie insulaire"", ""Détente"", ""Sports nautiques"", ""Paysages""]"
Santiago de Chile,Chile,Paris (CDG),"Santiago bénéficie d'un climat méditerranéen, avec des étés chauds et secs de décembre à mars, et des hivers frais et relativement humides de mai à août. Les saisons intermédiaires (printemps et automne) sont douces.",110,Novembre à Mars,"[1100, 1200, 1050, 1150, 1100, 1050, 2000, 1800, 1300, 1350, 1100, 1500]","[""climat méditerranéen"", ""étés secs"", ""printemps doux"", ""randonnée"", ""dégustation de vin"", ""exploration urbaine"", ""Andes""]"
Shanghai,China,Paris (CDG),"Le printemps et l'automne offrent un climat doux et agréable, idéal pour la visite. Les étés (juillet-août) sont chauds, humides et pluvieux, avec des températures atteignant 32°C. Les hivers (janvier-février) sont froids, avec des températures minimales autour de 0°C.",90,Avril à Mai et Septembre à Novembre,"[690, 650, 550, 750, 850, 900, 1100, 1000, 780, 850, 600, 500]","[""Ville moderne"", ""Culture"", ""Gastronomie"", ""Shopping"", ""Climat tempéré""]"
Kathmandu,Nepal,Paris (CDG),"Le climat de Katmandou est subtropical, marqué par une saison sèche agréable d'octobre à mai, avec un ciel dégagé et des températures maximales moyennes variant entre 16°C et 25°C. La saison des moussons, de juin à septembre, apporte des pluies fortes et une chaleur plus intense, rendant certaines activités, comme le trekking, moins favorables. Janvier est le mois le moins pluvieux, tandis que juillet est le plus pluvieux.",30,Octobre à Mai,"[770, 634, 750, 780, 710, 650, 1025, 980, 890, 1030, 950, 800]","[""Culture"", ""Temples"", ""Trekking"", ""Himalaya"", ""Patrimoine""]"
Auckland,New Zealand,Paris (CDG),"Auckland bénéficie d'un climat subtropical humide. Les étés (décembre à février) sont chauds avec des températures moyennes autour de 20-24°C, mais parfois nuageux et avec quelques pluies. Les hivers (juin à août) sont doux et pluvieux, avec des températures moyennes autour de 14-16°C. Le printemps et l'automne offrent des températures modérées entre 15 et 23°C.",95,"Octobre à Mai, avec une période idéale de Janvier à Mars","[1800, 1900, 2000, 1600, 1500, 1700, 1800, 1800, 1700, 1800, 1700, 1700]","[""long-courrier"", ""nature"", ""aventure"", ""culture maorie"", ""volcans"", ""plages"", ""activités nautiques""]"
Québec City,Canada,Paris (CDG),"Québec a un climat continental humide avec des étés confortables et pluvieux, et des hivers glacials et neigeux. Les quatre saisons sont très marquées, avec des températures variant généralement de -15 °C à 26 °C. La neige est omniprésente durant les mois d'hiver.",120,"La meilleure période pour visiter Québec s'étend de mi-juin à mi-octobre pour profiter de l'été et de l'été indien, et de fin décembre à début mars pour les activités hivernales.","[378, 378, 366, 0, 0, 0, 0, 0, 418, 418, 455, 453]","[""Vieux-Québec"", ""Château Frontenac"", ""Chute Montmorency"", ""Petit Champlain"", ""Histoire"", ""Culture"", ""Activités hivernales"", ""Été indien"", ""Gastronomie"", ""Nature""]"
Bogotá,Colombia,Paris (CDG),"Bogotá bénéficie d'un climat frais et semi-humide toute l'année en raison de son altitude (2640m). Les températures moyennes varient de 13°C à 15°C. Les mois de décembre à mars et de juillet à août sont généralement plus secs et ensoleillés, tandis que mars-avril et octobre-novembre sont plus pluvieux.",45,De décembre à mars et de juillet à août,"[650, 560, 580, 600, 750, 800, 1009, 850, 540, 700, 750, 700]","[""Culture"", ""Histoire"", ""Musées"", ""Art urbain"", ""Nature"", ""Gastronomie""]"
